Ticker,Win_Prob,Price,MA_Conv,Vol_Z,Breakout,MA20_Slope,MA20_DP,Ov_Supply,POC_Dist,ATR_Pct,Resonance_Score
ORA,0.5444618685202224,123.62999725341797,2.199964355461206,0.6696214556536919,8.140021613477023,1.1725764170448076,7.747951503473121,6.7936341123924615,15.00464860769109,3.041910485559695,75.9814385150812
CVS,0.5162832931766757,92.22000122070312,4.796228572249029,0.688448648566946,14.027322564954645,2.2715018479938207,19.8523909426292,0.0,29.207543329290075,2.81838990853466,75.37587006960557
PM,0.5391889002134824,182.11000061035156,0.5840339376091803,0.01683025750674055,9.95641916496746,1.222102641048876,14.197027162602943,7.069347417308121,18.21698277660516,2.887972728210836,73.07192575406033
RLJ,0.5051620833903371,8.800000190734863,8.571582393803233,1.4167743906991717,6.1071935317247,1.6921100404537734,7.579460419958556,3.4973370950893035,5.389219025784496,2.719154933724823,71.75870069605568
NBIX,0.5222146948413909,150.58999633789062,3.5979775660100564,0.1833193843301993,10.133876797360966,2.4948544883652772,15.12116745532818,10.069703053053427,22.331436396666852,2.849269844061955,71.49419953596289
ALRS,0.5038969556740541,27.059999465942383,9.363489627572678,1.1524571631929539,3.757665829035886,0.9659123377756672,7.380947010384775,1.194619449242963,0.44543032480125,2.691109675861389,70.64037122969837
BEKE,0.5162832931766757,19.190000534057617,4.431352287059596,0.17011856753737745,13.365828250891102,2.7965024109837646,16.30303353875507,0.0,21.700700875378953,2.9516868874534703,70.60556844547563
EXEL,0.5422002878111922,49.709999084472656,4.445327339308416,0.9215073368504183,9.189152620008347,1.0476199608061263,8.395112129955178,0.0,21.155253627119354,3.5225726659992995,70.28538283062645
PLUS,0.5579496257243994,89.0,5.640217241670899,1.405434869581933,4.549673253986182,1.1045527895809515,7.215995313271992,19.886423678273935,19.543322562763265,3.146871135093236,70.15313225058004
FDUS,0.505864090593121,18.709999084472656,4.025359605254004,0.5083141158795546,-0.2691872278004788,0.8683261320602034,1.4642003393748568,26.76548438327157,2.191558568277473,3.0579524398073246,69.85150812064965
WMG,0.5544647319915268,32.939998626708984,6.904311925797503,1.6792670831943424,11.487168241601792,2.0798782174574617,13.390703930043008,2.287026427203662,17.60715365505776,3.3057931634924422,69.08120649651973
ICL,0.5304188726470608,6.5,3.585749932679658,0.009611288434381826,18.11739159587413,2.7349947267288464,22.180447181232285,0.0,22.80369786634769,3.0516488211495534,68.97679814385151
