Ticker,Win_Prob,Price,RS_Rating,Bias,Vol_Dry_Up,Vol_Z,Up_Shadow,Dn_Shadow,Turtle,Ov_Supply,POC_Dist,MA20_DP,ATR_Pct,Dist_52W_High,MA50_DP,VCP_Ratio,Dollar_Vol_M,Resonance_Score,MktCap_B,Cap_Tier
GEO,0.5527842172298983,31.420000076293945,87.25896847692067,2.7065901818481577,0.6755542439086387,0.2071366662946701,1.273079328118692,2.784850406898406,0,0.0,136.95323931056927,-0.5733560825476952,3.1747307994734943,-2.5736431742025374,0.7653074050375378,0.962214290673029,60.54,68.41820276497697,4.2,Mid
FBRX,0.5930811183394672,76.61000061035156,110.59994181935151,28.939418629135616,1.0367540007519076,0.4132960932037825,0.09137148448716584,0.05221369952765237,0,6.3403243654027355,0.14379164751650272,-114.5286768144121,5.975161937016857,-0.7642439911992982,10.884670517610887,0.6124629269691926,92.18,67.23387096774194,1.57,Small
CNS,0.5662599304993342,84.22000122070312,27.673398478350553,4.007411201806801,0.7437773138479101,-1.0477928981612583,1.0115152944688448,0.8014759462908522,0,2.029380310065074,36.704310385226755,-3.0845648208434233,3.594913088264047,-1.64661459526334,1.8095705576470469,0.9141019290930607,24.53,64.41013824884793,4.33,Mid
INSW,0.5603150357221616,90.70999908447266,49.968237549477834,0.25752168089077704,0.7571036227798048,-1.0044401219266013,0.6283758136598913,0.7716866445810526,0,5.534712799477183,14.086274238694557,-0.5102092893446355,3.459611507050008,-7.658325098037885,5.340038270122817,0.8998237399859154,50.5,64.0725806451613,4.49,Mid
CLDX,0.6142851299276281,41.060001373291016,50.89762062612522,10.452061200989997,0.9404351982642679,-0.31991124776031143,0.21919179146506948,1.1690197909658895,1,0.0,32.19575685438045,1.6683719877806948,3.9941546024204175,-0.21871239185520594,1.919948458696771,1.0637721008175047,44.27,62.5852534562212,3.22,Mid
CXW,0.5617552971312089,31.229999542236328,54.77224283246569,0.6721132855492793,0.9096353926953143,2.098439359150685,3.746404101039997,1.3448609748215872,0,6.29810853271138,60.48304733246495,-1.5349421961378027,3.508531696808813,-4.466195000801007,1.3488414675063038,0.9391351872219064,40.13,62.544930875576036,3.09,Mid
FRO,0.5535156703841446,37.970001220703125,29.518139514356623,-0.7125551230050599,0.7271447259179709,-0.6919326075530553,0.5003914158432626,0.14485199738245952,0,15.815567929334978,3.1828829503179454,1.4560519290424936,3.2553895460391273,-11.902546252708552,6.115304809528729,0.8017625866514558,108.46,62.19585253456221,8.45,Mid
IRDM,0.6255530805497455,48.369998931884766,136.58632794542115,1.7191503510232853,0.49020008514380203,-1.0644922819994584,1.5918967846827474,0.0310096960499208,0,22.46069645136825,-11.394030414367604,3.5855811998190337,3.627542950834411,-15.407487453859778,2.1089238745997,0.6944496213987087,124.77,62.08064516129033,5.13,Mid
ATLC,0.6192741711728486,111.30999755859375,99.10163286241853,9.43536956102938,0.762760858320157,-0.22434678390434573,2.7220372505585626,1.5407456696483781,0,0.0,0.8151380007471953,-6.4419523477681135,4.376444421832158,-2.649905826847063,0.6374774875888308,0.8393032475535848,19.46,62.03801843317973,1.68,Small
ATKR,0.5611753787083651,93.68000030517578,23.072237307938547,22.62261627454448,4.876218013628999,2.8869258564822333,0.06404521605215527,0.037365138764914596,1,0.0,0.13896018084003312,-7.124207476039274,4.282435121322393,-0.06400422440835044,3.351028127265032,0.9400044377234306,63.41,61.79377880184332,3.16,Mid
PKOH,0.5671058652333556,41.61000061035156,61.58578857131243,8.320354130427072,0.9248430927252241,-0.11633475582455205,1.5861567837421657,0.9903911068269581,1,0.0,6.867030453043471,-5.481786095684956,3.6857491795584227,-1.5613906795576442,-4.333873900086493,0.8810239907297911,3.27,61.60483870967742,0.6,Small
ZGN,0.557620574582679,15.210000038146973,52.85695188007988,6.7368420153228845,0.6455751605072372,-0.9918089901589606,0.8547016049068256,0.1314954484693977,0,0.8520375463989104,16.881254012436536,-0.5988018394901918,3.353056456310166,-1.2337635394636204,-8.947366666112455,0.9302403692776313,20.66,61.54723502304148,4.08,Mid
CTRN,0.6237106809625619,72.7699966430664,46.65336269973912,11.972790335732896,0.521572187065798,-0.496374335535026,0.7832894339850103,0.522189461237186,0,0.0,29.437913665456012,-13.104549629797663,3.898781943345074,-0.7772016952255562,-3.919263424043263,0.7275651640692494,13.34,61.302995391705075,0.61,Small
CODI,0.5769414545080456,10.850000381469727,60.26293704849157,6.330854921257563,0.7535469875240869,-0.8664680354446053,-0.18432722013234704,0.2765040146356098,0,26.40515412055607,44.8598225978498,2.182542347937806,3.6932194951365127,-14.161391717501054,4.101223956573329,0.7899230976329281,8.99,60.96889400921659,0.82,Small
