Ticker,Win_Prob,Price,RS_Rating,Bias,Vol_Dry_Up,Vol_Z,Up_Shadow,Dn_Shadow,Turtle,Ov_Supply,POC_Dist,MA20_DP,ATR_Pct,Dist_52W_High,MA50_DP,VCP_Ratio,Resonance_Score
ENLT,0.5790045422184,90.63999938964844,152.63472938937335,12.891472081091967,0.7313570401477056,0.27745552463958806,0.6508132830179387,0.14894322279132458,1,0.0,29.430245565205176,-1.042691068100524,3.446040419004888,-0.6466050911957664,4.974653723498698,0.9315497540110879,72.73824130879345
DVN,0.5711467677177948,51.369998931884766,57.16295368953155,7.658934429870063,0.7992601318720953,-0.3210722485471182,0.146001098885445,0.8370650459572316,1,1.9110828531467745,5.569254198345605,1.4612041206594437,3.1278693572827456,-2.542212437558563,4.0954089117617976,0.9055885257817857,67.53374233128834
BWAY,0.6497562164382261,16.559999465942383,94.50363779834991,10.330119798519338,0.6969154099526262,-0.14773875774732861,0.6431197405709561,2.113517423836711,0,0.0,36.91607358385996,-5.3019165760002265,4.290244156593262,-0.7789159014235201,6.10599115423868,0.8562041510326632,67.48261758691207
CTRA,0.5823899186016651,35.90999984741211,50.83082979351423,7.692307912078694,0.789916554665743,-0.5883797696220311,0.23670031977573178,0.6939540925262299,1,0.7284592936688056,18.634579411193933,1.2971658326881736,3.1117876725865212,-2.6301550775047087,4.988876969707006,0.9108168450682274,66.65030674846626
CC,0.6497112684220651,26.950000762939453,91.79647253950964,13.488022168144992,0.783069021477266,-0.593835012022903,2.1150266369821735,0.18553299811435964,0,0.0,58.964938534361444,-1.4869873977809513,3.917306748180062,-2.071219786781304,14.799048724269289,0.9058981031837935,66.3997955010225
MUR,0.5852247895274156,41.7599983215332,47.68835680655117,6.0369403626576625,0.4392719270507085,-1.252920962250183,0.29932951393954316,1.1973180557581726,0,2.657997218310938,35.77643188047223,4.3994889944145985,3.2763744756601696,-3.645597197636114,5.09036293726002,0.768029111801869,66.1319018404908
MEOH,0.6022137704221092,65.54000091552734,86.27309326755346,9.665600407440587,0.6639850379240276,0.6524374017166289,0.2517560470246121,4.958803714603613,1,0.0,6.551784594209319,1.8631474792379799,3.954510546442945,-1.8127327107933016,1.1433249514960855,0.7128334058403946,66.04192229038856
SPHR,0.5661488229706501,142.4499969482422,104.07497616047114,8.506876969450088,0.7786020913855389,-0.7833126934127875,0.14742486371692737,0.9686894354801202,1,0.0,32.59796755399732,-7.695519078962569,3.6100885579033912,-0.14720784275536467,0.893785836845941,1.0244195832847625,65.6717791411043
DHC,0.5822099270396127,7.539999961853027,76.18659675927549,4.004914351007019,0.78760254936919,0.007780254707913479,1.591510426396286,0.1989372222744676,0,1.5087121373046055,12.522268696668634,-7.522114139072011,3.7730479548709894,-2.9601032124643525,3.9097767245359814,0.8145291076305484,65.59611451942742
AHCO,0.5702814744415518,13.109999656677246,33.242272934910424,4.337443264523819,0.7144075734731159,-0.862468918262549,0.5339485150752282,0.9153309587526177,0,0.6941308207694831,48.05195182297886,-3.035418387373443,3.323526501697529,-2.164178881246812,9.855076522425001,0.8460398340874461,64.09406952965236
PBR,0.554256410843258,22.030000686645508,81.48736998444946,5.092775425284636,0.5678041002421987,-0.8666440411892951,0.27235344561759683,0.6808879430239586,1,0.0,22.021941850317017,-3.037856256598044,3.153776293669766,-0.27161369635679977,-9.287113032686259,0.8542958617624481,63.591002044989786
ALTO,0.6493585139453544,5.519999980926514,415.5598537461854,10.76552629682048,0.7305642757103485,-0.044611557263077896,0.18116356729308894,0.0,0,0.0,37.31343300357806,-1.6701445579637333,5.033644971016038,-1.0752678062572145,4.799995420443283,0.9279780266156823,63.35378323108385
HUN,0.6552524408009691,14.369999885559082,56.02600586260713,5.989083523565793,0.7618186209417733,0.5606494948851671,0.6089114328138104,-0.5567148527320608,1,0.0,38.0403467417054,-3.8402456404174203,4.705984595073665,-0.6052261416429685,7.457121267503067,0.8564485177182601,62.65337423312884
CE,0.63957816800996,67.76000213623047,59.44143388936829,4.552355790432066,0.6121996586181857,-0.8788806749887329,1.0773254198850877,0.649354231889099,0,1.8823813473025603,13.743778963794112,1.9512163483214668,4.768261925452853,-1.4231610792844924,8.75193438203246,0.8027236199031431,62.59406952965235
