Date,NAAIM,NAAIM_MA20,SP500_Price_x,SP500_Price_y
2013-04-10,77.25088235294118,82.99861174926164,,
2013-04-17,69.63,83.72065228980219,,
2013-04-24,69.90322580645162,83.43024215155333,,
2013-05-01,80.61290322580645,83.31560953506587,,
2013-05-08,79.10612903225807,83.26158265334546,,
2013-05-15,84.23193548387097,83.0680070137459,,
2013-05-22,82.01823529411764,83.36987466080471,,
2013-05-29,77.19259259259259,83.06617095710101,,
2013-06-05,51.58387096774193,81.41173950548811,,
2013-06-12,61.897333333333336,80.18740920245781,,
2013-06-19,51.525357142857146,77.55117705960066,,
2013-06-26,34.214285714285715,74.55886104228465,,
2013-07-03,39.91034482758621,72.06168473527687,,
2013-07-10,47.0775,69.86223078790844,,
2013-07-17,61.72916666666666,68.81040787124178,,
2013-07-24,87.49680000000001,68.67793752641418,,
2013-07-31,74.05263157894737,68.09867255363743,,
2013-08-07,75.70370370370371,67.89542670433984,,
2013-08-14,69.84615384615384,67.38455257846572,,
2013-08-21,34.76470588235294,65.48738787258335,,
2013-08-28,46.92307692307692,63.970997601090154,,
2013-09-04,42.25925925925926,62.60246056405312,,
2013-09-11,66.75,62.44479927373054,,
2013-09-18,62.48148148148148,61.53822818651429,,
2013-09-25,80.46555555555554,61.60619951267917,,
2013-10-02,73.13333333333334,61.051269405152276,,
2013-10-09,54.26086956521739,59.66340111870727,,
2013-10-16,82.04545454545455,59.90604421635037,,
2013-10-23,79.37037037037037,61.295369186481786,,
2013-10-30,94.5925925925926,62.93013214944475,,
2013-11-06,84.8076923076923,64.5942489076865,,
2013-11-13,80.66666666666667,66.91686795530555,,
2013-11-20,87.42857142857143,69.29277928535483,,
2013-11-27,101.44851851851853,72.01133021128075,,
2013-12-04,94.74875000000002,73.66230937794742,,
2013-12-11,100.69347826086955,74.32214329099088,,
2013-12-18,94.34615384615384,75.33681940435122,,
2013-12-26,98.94444444444444,76.49885644138826,,
2014-01-02,95.03225806451611,77.75816165230637,,
2014-01-08,92.274,80.63362635818872,,
2014-01-15,96.83423076923076,83.12918405049642,,
2014-01-22,95.13384615384616,85.77291339522574,,
2014-01-29,70.94111111111111,85.98246895078131,,
2014-02-05,50.97192307692308,85.40699103055339,,
2014-02-12,73.26,85.04671325277562,,
2014-02-19,75.94793103448275,85.18744313783309,,
2014-02-26,91.62028571428571,87.0554139452865,,
2014-03-05,89.06115384615386,87.40619891032146,,
2014-03-12,85.2046875,87.69791476680294,,
2014-03-18,67.77057142857143,86.35681370860189,,
2014-03-19,89.83935483870968,86.60839683515276,,
2014-03-26,91.12266666666667,87.13119683515276,,
2014-04-02,91.43242424242425,87.33138947584538,,
2014-04-09,85.20862068965518,86.51939458440222,,
2014-04-16,75.91999999999999,85.57795708440223,,
2014-04-23,76.57575757575758,84.37207105014663,,
2014-04-30,82.62611111111111,83.78606891339449,,
2014-05-07,76.8125,82.67947169117227,,
2014-05-14,78.18,81.83685878794647,,
2014-05-21,67.22945945945945,80.58463176091944,,
2014-05-28,72.52052631578947,79.36894653824737,,
2014-06-04,90.86457142857144,79.15548280198365,,
2014-06-11,87.30058823529413,79.97345665819279,,
2014-06-18,88.59375,81.85454800434664,,
2014-06-25,88.15466666666667,82.59928133767997,,
2014-07-02,85.47682926829269,83.07572624937046,,
