Ticker,Win_Prob,Price,MA_Conv,Vol_Z,Breakout,MA20_Slope,MA20_DP,Ov_Supply,POC_Dist,ATR_Pct,Resonance_Score
CBNK,0.5096422690883567,33.5099983215332,4.390769606656727,1.1042833635145706,5.753143037940522,1.0572309645486633,11.328896666889955,0.0,14.766090036273361,2.6815032545758846,76.56057007125891
WASH,0.5255794682430552,34.75,1.6415504288630787,0.3446790626234023,5.776137452472561,1.1813106552268295,10.774622474448917,16.296985522906223,15.833333332805555,2.6639269900346463,75.63895486935867
INCY,0.5377477627718209,105.38999938964844,1.566704909268285,1.1257006431321859,6.712793390990457,0.5768288136847506,6.648451442063548,10.55227206103591,2.6292695335716663,3.3474300927364475,72.73634204275534
AMRX,0.5248513308694647,15.319999694824219,1.9739223637170351,0.3825144702346377,16.40489470039549,2.029093973020562,23.648097417882845,0.0,8.575478862528618,3.141085250802121,72.2185273159145
FMAO,0.5038969556740541,28.530000686645508,4.66321056239042,0.73354775321618,3.3059368512532576,0.584560862994613,6.853932102420088,2.3106085365056535,7.8638936243125475,2.87166367164899,71.92399049881234
RRBI,0.5193304826908953,93.08999633789062,6.17017580282565,1.5283428619892854,1.6193124468697202,0.2974730444939315,4.918249871413931,12.09259311156573,3.2700176510527714,2.719465199925689,71.87173396674584
SFST,0.5042330075763658,60.52000045776367,2.94137893482575,0.45066998016345833,5.335526806015683,1.0260060583820219,8.575526794534895,2.497901283215405,9.796809924568501,2.9824856105800492,71.77672209026129
OBT,0.5046430774422623,35.81999969482422,5.467040590138126,0.6972432080733098,4.904801229749339,0.667857309118563,8.63942797542634,1.6669968153351515,5.242453895739756,2.7757170122784567,71.55344418052258
VVV,0.5114032832498447,36.31999969482422,0.9131512158744357,0.22171563110576245,6.602484552804386,0.9900256801599518,13.181675045156972,15.647376181394652,1.2545324123968766,3.1474193551775165,70.08551068883611
ASH,0.5422002878111922,64.87000274658203,2.7929046247176523,0.8871800720320859,12.967878596148335,1.7993444708009259,15.65309624802527,0.0,32.948117241279895,3.5731187455065267,69.83372921615202
SMBK,0.5092803640170206,44.310001373291016,3.42953494203089,-0.06278895312087969,6.62193519660991,0.7374000454536987,9.947432417526876,0.0,19.343642898211275,2.7654180663697776,69.08313539192399
FIZZ,0.5197777256409316,37.11000061035156,3.653985891787566,0.6084965647606596,3.578208493899378,0.8146090951873785,6.607294301226932,5.845853181873703,4.653134710753231,3.31639659857708,68.12826603325415
WDFC,0.5007893547208506,222.47999572753906,5.1287593866352035,0.7709111946175358,3.543173740642594,0.5609008642461668,11.485266811601766,27.32192249496439,18.270339012444094,2.9161535815137496,68.06175771971496
IMAX,0.5371838237085254,42.18000030517578,1.4216581703680182,1.0175372464243475,11.93673405263632,2.4928263992496174,24.829828831240803,1.0250498114058721,0.9815653409361844,4.213235942577114,67.67695961995248
HRMY,0.5579496257243994,35.47999954223633,5.512144778087666,1.5010924940657857,9.482518060166777,1.7199608790902206,15.082710444004674,25.324425301585922,21.673524443342444,3.1033574850448304,67.53919239904988
CRBG,0.5015028406258054,27.18000030517578,3.574634347285493,0.6240307811399595,-1.0581673964305656,0.4005191623861458,2.798788790253523,53.704729559501,-13.53395553002888,3.0513502636704444,66.75059382422802
ENVA,0.5126626452529152,179.9199981689453,6.063025555182563,0.4127753619802873,9.103587466799265,0.615931936140583,10.218078972300434,0.0,4.380114443108886,3.0660469053658845,66.22327790973873
WFG,0.5235238042350369,65.93000030517578,1.850158821740818,0.18912422355552483,0.8791724233009708,1.1540214454967288,8.135146769042667,42.33920819959205,-0.03877417616673518,3.1521416750669466,66.02375296912115
WMK,0.5162832931766757,82.05999755859375,7.102466772894887,0.2015069142952148,10.703392736285275,2.231477930568892,17.362699810348026,0.0,23.30123832340928,2.7810666000658566,65.78622327790974
IPAR,0.5118131643790788,98.36000061035156,1.097336971622853,0.02541337403196828,6.368827220085881,0.6996470965562755,10.815680760438338,14.790567556174391,9.337485117021743,3.384796398152803,65.75771971496437
BLX,0.5166449353375829,58.2400016784668,11.268475322327754,0.7039825280592433,5.163372388726422,1.1275859984655496,11.378849987854622,0.0,19.532630654849136,2.7264033943618444,64.95961995249407
RL,0.5260631283280862,376.42999267578125,1.1882035207980954,0.2472933282616698,3.778170974006698,1.4381926095006354,13.512453476342317,9.793628015624297,11.457784302137886,3.8140285036114725,64.95486935866982
DNOW,0.5408788315514454,13.800000190734863,3.3406841923946877,0.11024230609277604,4.057359011704369,0.5248944962696925,5.0228297573619765,15.58588679542147,16.45569406183197,3.2184261761758473,64.32779097387174
APOG,0.5413501097256745,38.540000915527344,2.128206734911529,0.07572586639434287,5.228671441570122,1.0041609538716922,9.457545917485179,15.835051412293424,22.390057638620362,3.4305733739566953,64.20427553444182
FVR,0.5166449353375829,19.6200008392334,9.73421151168468,0.3362378738369071,8.53871434389189,0.9860331680126942,9.977582238347251,0.0,32.71342102376665,2.7351828188864507,64.1852731591449
CNXN,0.5422002878111922,74.11000061035156,10.175408243126247,2.0098973933995863,8.695174720730888,1.6959196342254266,17.934437349170192,0.0,32.12500761646855,3.1275906770232025,64.18052256532066
LLYVK,0.5025196788650633,99.52999877929688,5.639457198517384,0.559636631008226,2.2650785869619456,-0.07135886821651857,0.3427727891105162,9.154593529859088,17.856722765920725,3.337470580657477,63.843230403800476
RUSHB,0.5193304826908953,70.16000366210938,7.236761740380817,0.31456153693413286,2.2496061490859427,0.41493388881374765,9.130506552960712,18.598239542798062,-1.1519926940979566,2.811939799867284,63.81947743467934
MCB,0.5035349409666642,93.88999938964844,4.116764584065555,-0.28776413563976794,4.369767753842496,0.7464238053944725,8.455584752852095,6.866888179188576,9.103625637399968,2.6733399539958755,63.78622327790973
RSKD,0.5235238042350369,4.840000152587891,5.8914255050828075,0.8004313401356605,0.6969749048774526,0.617543046464757,1.0438453261507352,15.636690796601568,1.2552288730839696,3.345629717211366,63.771971496437054
MRK,0.53784002527664,119.08999633789062,2.278977258684409,-0.19868513826072487,1.8002437076979423,1.0006472157101016,4.971352614642896,24.095922606103176,18.678471638609086,2.9509438784858335,63.543942992874115
IIPR,0.540762031532718,58.15999984741211,11.542521820515244,8.68416696923052,1.9966143344922391,0.7197864165622467,5.880210311728652,4.757321735126941,18.188763943188935,2.96595711567021,63.52969121140143
TILE,0.5286903558710199,30.399999618530273,4.158722940170538,0.28175994879117056,4.067923067942001,1.0109528307040339,9.818429489143618,21.69693240606556,18.779785110867035,3.301251730902594,63.48218527315914
NUVL,0.5252604032022489,123.3499984741211,1.0442522567606656,1.1388708742030509,19.383136009504984,1.123428516002917,17.230561721071712,0.0,0.0811346646006348,5.557646188659903,63.4394299287411
SJM,0.5141988057114342,117.05000305175781,5.184349798628932,-0.0161008994477027,13.484729517297875,1.7606178467422497,17.32848274963913,0.0,2.069209702944296,3.0627937470458035,63.33491686460808
IBCP,0.5004149873692441,35.310001373291016,0.5175010211174288,-0.29643836727197637,3.9079548195322076,0.5191312514725922,6.451622919547575,12.861538776617804,11.340329323284228,3.179996924104319,62.95961995249406
BROS,0.5048961774833173,60.279998779296875,1.6467903735356442,0.5111957677915182,8.839932313448278,1.8351003979289717,24.54544809636095,13.835816780822238,10.82919554262973,4.345791971886451,62.83610451306414
PAYO,0.5236788631550632,6.670000076293945,3.270999100898085,2.1659559820796246,27.60767667257281,2.7940737437314715,35.29412389835213,0.0,4.381850009623349,4.872564377305011,62.83135391923991
MTH,0.5452629889482093,70.55999755859375,3.919326643723137,0.04868651896344224,3.6781505863236976,1.5081286643563765,14.67576622508964,28.451040612364707,20.081687498169142,3.1158810875903704,62.67933491686459
